Product Name,Product Spec
NESCAFÉ - Nescafe - Full Case Café Collection Café Au Lait (270ml ) x 15,
東方樹葉 - Nongfu Spring - Oriental Leaf Sugar-Free Green Tangerine Pu'er Tea,15x500ml
Suntory - 三得利 Tokucha iemon Premium Green Tea 500ml x 6,500ml x 6
Asahi - [Full Case] Dry Zero Beer 350ml x24 (#030003) (Random delivery)(Parallel Import),350ml x24
FIZ - 【FIZ】Low Sugar Sparkling Calamansi Juice Canned - Full Case 330ml (Random Packing),24x330ml
Bonaqua - [Full case] Mineralized Water (500ml X 24),500ml X 24
Suntory - 三得利 Suntory 【原箱15樽】（無糖）茉莉烏龍茶  - 15x500ml毫升,15x500ml
Okinawa specialty 100% green-cut Kumquat juice without Additives 500ml Parallel imported,
Sesame House - Black Sesame Powder 15G*21pcs Made in HK,15G*21
AVALANCHE - (BBD:29/03/2027) Café Style Flat White Instant Coffee Mix 14g x 10(2624),
Nongfu Spring - Nongfu Spring Mount Wuyi Drinking Spring Water (for tea making) - original box 4x4L (carton）,4x4L
LAKANTO - Low GI Instant White Coffee - Naturally sweetened with Monk Fruit 32g x 12,32g x 12
Bonaqua - [Full Case] Label-Less 無招紙 Mineralized Water (600ml X 24),600ml X 24
Perrier - Perrier Natural Mineral Water France (Glass Bottle) - Full Case 12x750ml,12x750ml
Meko - 原箱 Meko Pure Water 美果純水 原箱 (24 x 700ml) #14056562 #剛剛轉新包裝，容量，產地,
The Bridge - Bio Rice Drink Almond 1000ml (Full Carton with 6 pcs),1000ml x6
Ligo - [Full Case] LIGO - Direct From Europe - 100% Natural Tomato Juice - 1L x 12,1L x 12
ITO EN - Itoen [Japan Made Green Tea]-Green Tea Bottle - Full Case 2L,6x2L
iF - IF 100% Natural Young Coconut Water – 350ml x 24 Bottles [Full Case] | Parallel Import,24x350ml
Kikkoman - Japan Plain Soymilk Unsweetened 1 Litre x 1 #豆漿#香港原裝行貨,Japan No.1 Brand
Binggrae - Korean Banana Milk 12pcs,200ml x 12
"Vitasoy - 原箱 維他低糖麥精維他奶 原箱(24x250ml)#28672340 Vitasoy Low Sugar Malted Soyabean Milk#BEST BEFORE 6,MAR,2027",
COOL Water - COOL Water-purified  Water 1.5L x 12 [Full Case] 4891133241356,1.5L x 12
AVALANCHE - (BBD:21/06/2027) Café Style Cappuccino Instant Coffee Mix 16g x 10(2631),
vida - Vitamin C Pink Guava Flavor Low Sugar Sparkling Water 325MLX4 #Soda #No Sugar #Tonic Water #Fitness,
Robiff - Robiff Oolong Tea 500ml x 24 bottles 4891379161289,500ml x 24
Aso no Meisui - 原箱 日本熊本阿蘇銘水 原箱 (6x2L)#3200215 Kumamoto Aso Water 阿蘇のメイスイ #Random for old/new packaging,
HeySong - Hey-Song Guava Juice Drink (Contains 15% Guava Juice) (320ml x 6 cans),
Perrier - Perrier Natural Sparkling Mineral Water Canned France - Full Case 24x330ml,24x330ml
NESCAFÉ - Nescafe Americano Coffee - Full case (250ml x 6 cans) x 4,(250ml x 6cans) x 4
星巴克 - Starbucks Pike Place® Roast by Nespresso® [4492] [Nespresso® Coffee Machine][Packaging random],1 box x 10 servings
Asahi - Asahi [Japan Tea] - Lipolysis Puerh Tea & Oolong Tea Pet Bottle - Full Case 600ml,24x600ml
evian - Evian Evian [8 bottles] Evian Natural Weak Alkaline Mineral Water - 8x1.5L (Parallel Imported ）,8x1.5L
watsons - [Full case] (細支裝) 9.0 Alkaline Water (420ml X 24),420ml X 24
HealthWorks - Hot Pot / BBQ Combo (four bottles of herbal Tea)  #HerbalTea #Drink,
COOL Water - 原箱 清涼水純淨水 Cool Water Purified Water 原箱  (12x1500ml) #FPP51470 #Random for old/new packaging,
Authentic Tea House - Chun Tea House (Digestive Tea) Pu-erh Tea (Sugar-Free) 500ml x 24 Bottles -Hong Kong Edition,24x500ml
MORIYAMA - 【1 box】【Milk Tea】【Blue】Tea Shop Taste Royal Milk Tea 1000g (7560534）【Parallel Imports】,1000g
San Pellegrino - San Pellegrino Sparkling Aranciata Rossa (Blood Orange)(Glass Bottle) - Full Case 200ml,24x200ml
"ITO EN - ITO En Relax Jasmine Tea Tea Bag 30 small bags/bags, hot or cold without spices (parallel import)",
Schweppes - Schweppes (Dry) Ginger Ale - Full Case 4x(6x320mL)(Random Packing),24 x 320 ml
REMEDY - 【4CAN】Organic Kombucha Peach Sugar Free #PEACH at least 60days shelf life,250ml x4
Volvic - Volvic Natural Mineral Water France 1.5L x 6  (Random Packing),6x1.5L
HARVEY FRESH - Harvey Fresh Lactose Free Skim Milk(Fresh Pack) - Full Case 1L (Random Packing),12x1L
COOL Water - COOL Water-purified water 1.5L x 12 [Full Case] (4891133241356),1.5L x 12
"CITIBREW - CityBrew - “Being Soda - Fresh Lemon Honey"" 4-Can Pack x 330ml | Made in Hong Kong",4x330ml
ACQUA PANNA - [24PCS] Natural Mineral Water 500ml 8000815003526 [Parallel Goods] (Plastic) AcquaPanna MineralWater,500ml * 24pcs
可口可樂 - Japan Georgia Low Sugar Coffee Bottled - Full Case 370ml/ Coca Cola / Parallel Import,24x370ml
G7 COFFEE - X2 Strong Aroma 3in1 Coffee 25g x 48[parallel goods],25g x 48packs
TASTAZ - Tastaz Natural Apple Cider Vinegar (with mother vinegar)  20sachets x3 boxes Individually packaged,15ml x 20 x 3 boxes
Asahi - Full case - Mitsuya Tokuno Orange Squash 500ml X 24 Best Before date: 2026/09/30,500ml
NESCAFÉ - [Japan Coffee] Excella Sugarless Black Coffee Bottle – Full Case 900ml-Nescafe - Blue,12x900ml
BLUE DIAMOND - Almond Breeze Unsweetened  (Barista Blend) 946ml x12 | Buy More Save More,12 x 946ml
POKKA SAPPORO - Pokka Sapporo [Japan Coffee] Biz Time Sugarless Richness Black Coffee Bottle Can - Full Case 390gm,24x390gm
KIRIN - [Full Case] Afternoon Tea Lemon Tea1.5L x 8 Bottles 4909411086312 expiry 2026/11,1.5L x 8
evian - Evian Natural Mineral Water from France -6x1.5 liters in original box (randomly sent in parallel imp,6x1.5L
evian - [Dealer's Goods of HK][Full Case]膠樽裝 France Evian Natural Mineral Water (500ml X 24)PACKING RANDOMLY,500ml x 24
星巴克 - Absolute Origin COLUMBIA Lungo Coffee Capsule2607 [ NESCAFÉ® Dolce Gusto® ] [C31] EXP:30.11.26,1 box x 12 servings
OATLY! - Oatly Coffee Oat Drink -1 liter (Parallel import from the UK),1L
Vitasoy - Vitasoy - Low Sugar Malted Soya Bean Milk 250ml (250ml x 6 ) x 4,
Fever Tree - Fever Tree Refreshingly Light Tonic Water Mini Can 8x150ml,8x150ml
ITO EN - OI SARASARA Matcha Powder Stick 32pc (green tea) x 2,32pc x 2
Remedy Drinks - 【4CAN】Organic Kombucha Mango Passion #MANGO Sugar Free at least 60 days shelf life,250ml x4
可口可樂 - Coca-Cola plus Sugar-Free Cola Soda - 6 x 330ml White Cans (Hong Kong Licensed),6x330ml
POCARI SWEAT - Pocari Sweat Ion Water - Full case 350ml x 24 (Parallel Imported Products),350ml x 24
OKIHAM - OKIHAM Okinawa 100% Shikwasa Concentrated Juice Drink 500ml Parallel Imported,沖繩100% 香檸柑橘汁 500ml
Pepsi - Pepsi Aquafina Sparkling Water - Full Case 24 x 320 mL Random Packing,24x320ml
Waterloo - Zero Calories  Black Cherry Naturally Sparkling Water | 6 cans | Best Before 17 Mar 2027,355ml x6
ITO EN - Itoen [Japan Made Green Tea]-Green Tea Bottle – 2 Bottles x 2L,2 Bottles x 2L
ACQUA PANNA - Acqua Panna (Glass Bottle) Natural Spring Water Italy - 12x750ml (Random Packing),12x750ml
Volvic - Volvic - Full Case (Dealer's Goods of HK) Natural Mineral Water (500ml) x 24,(500ml) x 24
KAGOME - Kagome Japan Made 100% Vegetable Fruit Mix Juice Mango Salad Paper Pack - Full Case 200ml - 0152,24x200ml
Qoo - [12 boxes]Qoo Peach Juice Drink 200ml x12 packs(Less Sweet)[12盒]Qoo桃汁BBF:24-10-26 (random packing),200ml X12 pcs
CR C'ESTBON - C'estbon  Drinking Pure Water (Hong Kong version) (Original case) 4 x 4.5 liters,4x4.5L
Remedy Drinks - 【原箱24CAN】Organic Kombucha Ginger Lemon  (at least 60 days shelf life),250ml x24
HUNG FOOK TONG - [2 bottles] Silver Chrysanthemum Dew- Low Sugar (1.5L x 2 bottles) 1.5L [2支裝]銀菊露-低糖BBF:21-11-26,1.5L x 2樽
Perrier - Perrier France Paris Water - Sparkling Original Natural Mineral Water (Canned) - 6x330ml,6x330ml
CYPRINA - [Full Case] Direct From Europe - 100% Natural Orange Juice -12x1L,1L  x 12
Volvic - Volvic Natural Mineral Water France - Full Case 24 x 500ml (Random Packing),24x500ml
Suntory - 三得利 伊右衛門 (新) 柚子香 綠茶(樽裝) - 原箱 600毫升,24x600ml
Volvic - Volvic Natural Mineral Water France - Full Case 12x1.5L (Random Packing),12x1.5L
watsons - Watsons Alkalinewater Full Case (1.2L) x 12,
CHI FOREST - Chi Forest - Free Water [Red Bean Coix Seed Water] Original Box 15x500ml,15x500 ml
可口可樂 - Full case - Coca-Cola - Coca Cola Plus Bottled 500ml X 24 bottles,500ml x 24
Mindful Sparks - 【Full Case 12 Btls】Sugar-Free Osmanthus Golden Oolong Cold Brew Sparkling Tea 245ml (Healthy Tea),245ml x 12
Perrier - Perrier (Lemon) Natural Sparkling Mineral Water Canned France - Full Case 3x(10x250ml),30x250ml
"LDC - [Japanese Tea] LDC Hojicha No Sugar (Bottle) – 6 Bottles x 500ml, Parallel Import",6 Bottles x 500ml
UCC - [Full Case] ucc Black coffee Cold Brew 500ml x 24 Random Packing 4901201156731 expiry 2026/12,500ml x 24
Schweppes - Full case - Cream Soda Zero no sugar (330ml X 8) X 3,330ml (8P X 3)
NESCAFÉ Dolce Gusto - [B]Lungo Capsule (Made in Germany) [Applicable to NESCAFÉ® Dolce Gusto® Coffee Machine] [C33],1 box x 16 servings
Vita - Vita - Full Case Zero Sugar Lemon Tea (500ml) x 24,
Pepsi - PEPSI COLA 330ML x 24 Cans,330ml x 24 cans
Nongfu Spring - Oriental Leaf Jasmine Tea (Unsweetened) (Hong Kong Original Box) 900ml x 12 bottles | Parallel Impor,12x900ml
Asahi - Asahi [Japan Tea]-Jurokucha Blend Tea Pet Bottle - Full Case 2L(Random Packing),6x2L
Ronnefeldt - Pure Camomile 100g,100g(70 cups approx)
evian - [Dealer's Goods of HK] [Full Case] 玻璃樽裝 France (有氣Sparkling) Natural Mineral Water (750ml X 12),750ml x 12
MORIYAMA - 【1 BOX】Cocoa Paper Pack 1000g (4902837200157) Chocolate Milk【parallel import】Random version,1000g
MORIYAMA - Rich Smooth Taste - Cocoa 1000g (200157) (BBD: 2026.10.25) (Parallel Import),1000g
ITO EN - ITO EN - Full case - Green Tea with Roasted Rice Tea (500ml) x 24,
COOL Water - 原箱 清涼水純淨水 原箱 (24x750ml)#33101483 Cool Water Purified Water  #新舊包裝隨機發貨,
UCC - [Full Case] Black Coffee Sugar Free 185g X 30Cans (#233555) (Parallel Import) (Random Delivery),185g x30
Minor Figures - 2 packs x Organic Barista Oat Milk Original (1 Liter),
CR C'ESTBON - C'estbon Purified Drinking Water - Full Case 24 x 350ml,24 x 350ml
"Lakshimi - Premium Honey Black Tea, Direct from Japan, 25 Packets | Te' Miel SUPREMO",
Schweppes - Schweppes Tonic water-Full Case 4x(6x320mL) (Random Packing),24 x 320 ml
SINGHA - (Glass Bottle) Singha Soda Water - Full Case 24x325ml (Random Packing),24x325ml
SINGHA - [Full Case] SINGHA - Soda Water - 325ml x 24 Glass Bottle,325ml x 24
Nestlé - PURE LIFE AIR MINERAL Water -Full case 1500ml x 12 (Parallel Imported Products)  最新批次 日期01/2027,1500ml x 12
KIRIN - Body Free Non-Alcoholic Beer 350ml x3(#092133_3) (Ramdon Delivery)(Parallel Imported),350ml x3
OATSIDE - OATSIDE - Chocolate Flavored Oat Milk (Plant Protein Drink) [Original Box] 6 x 1 Liter #0 Lactose,6X1L
Fernand Engel - 【Alsace Grand Cru】Domaine Fernand Engel Riesling Reserve White Wine 2023| Gift ideas,750 ml
ITO EN - 伊藤園 One Cup of Aojiru Green Vegetable Juice 350g x 24 (Full Case),350g x 24 (原箱)
Yukinomizu - 原箱 日本礦泉水550ML 日本北海道大雪山礦泉水 原箱 (細支裝-24 x 550ml)#C1151001 YUKINOMIZU NATURAL MINERAL WATER#新舊包裝隨機發貨,
"NESCAFÉ - Nescafe Gold Instant Coffee Powder Germany, 3x200gm",3x200g
Vita - 原箱 維他冷泡無糖鐵觀音茶  原箱 24x 250ml #28715702 Vita Cold Brew No Sugar Tie Guan Yin Tea  (新舊包裝隨機發送),
Relax Eat - 【BOX】Allulose Sweetener Packet(30Stick)【BLUE】*Natural Sweetener ⭕Best Before: 10/2027⭕,30mini packs * 3g
LANDPARK - 原箱 行貨LANDPARK 有機活泉水 原箱(原味-12 X 500ML) 適合調配配方奶粉及嬰幼兒食用品 LANDPARK BIO MINERAL WATER (NATURAL),
Nongfu Spring - Nongfu Spring Natural Drinking Water (Suitable for Infants and Young Children) - Original Box 12x1L,12x1 L
Rabenhorst - RB210 - 4004192000912 100% Cranberry Juice 750ml  No Sugar Added-  Imported from Germany,
"evian - Natural Mineral Water 500ml (Full Case 24 Bottles)(Original licensed,From the Alps,Pure,Refreshing)",500ml x24
FU HANG SOY MILK - Taiwan Soy Milk - [Original] x 6 pcs,290ml x 6
Vita - [Full case]  Distilled Water (1500ml X 12),1500ML x 12
Lucky Me - [Full Case] Lucky Me - Pineapple Oolong Tea - 250ml x 30,250ml x 30
東方樹葉 - Nongfu Spring - Oriental Leaf Sugar-Free Jasmine Green Tea (official import),15x500ml
Ribena - Ribena - Full Case Lower in Sugar Blackcurrant Juice Drink (350ml ) x 24,(350ml ) x 24
MAYJUNE - Organic Korean Bitter Gourd Juice 30 pouches (Best Before: 27 Feb 2027),60ml x 30 pouches
Authentic Tea House - Authentic Tea House - Gyokuro Green Tea (No Sugar) - Full box (500ml) x 24,
Vita - 原箱 維他低糖檸檬茶 (黃藍綠色包裝) 原箱 (24 x 250ml) #28703914 Vita Low Sugar Lemon Tea#Random for old/new packaging,
Vita - Vita - Full Case Lemon Tea (250ml x 6 ) x 4,
Pokka  Sapporo - 原箱 日本版SAPPORO樽裝伊達麥茶 Barlry Tea 原箱 24x600ml #WT11 #50827082#新舊包裝隨機發貨,
Fever Tree - Fever Tree Elderflower Tonic Water (Green Bottle) (Original Box) (150mlx8)x3 - Parallel Import,24x 150ml
Nongfu Spring - Nongfu Spring Drinking Natural Water Original Tank 4x4.5L Household Large Bottled Water,4x4.5L
"Bonsoy - 【12Can】Sparkling coconut water Passionfruit熱情果(vegan, at least 2month shelf life random packing",320ml *12
Heineken - Heineken - Heineken Beer King Can - Full Case 500ml X 24 Random packaging,(500ml) x 24
Vita - Vita - Full Case Cold Brew No Sugar Jasmine Tea (500ml) x 24,500ml x 24
REMEDY - 【4CAN】Organic Kombucha Raspberry Lemonade Sugar Free at least 60 days shelf life,250ml x 4
KIRIN - Afternoon Tea Non sugar Milk Tea x 6,500ml x 6
COOL - Cool Water - Purified  Water - Full Case (500ml) x 24 (Random allocation of old/new version),(500ml) x 24
TW - [Full Case] Pu'er Tea Bag X 12,2.5克 x 10包 x 12盒
Perrier - Perrier Lime Natural Sparkling Mineral Water Canned France - Full Case 3x(10x250ml),30x250ML
Suntory - Suntory - Full Case Lemon Flavored Sparkling Drink (Lower in Sugar) (500ml ) x 24,
Authentic Tea House - Authentic Tea House - Puer Tea - Full box (No Sugar) (500ml) x 24,
"MILK - 原箱 保利澳洲全脂純牛奶 Pauls  Pure Full Cream  Milk  (藍色盒) 原箱 (24 x 250ml) #原裝香港行貨 ,信心保證#新舊包裝隨機發貨",
UCC - Sugar Free Black Coffee 375g x 24 Bottles (#153433) (Random Delivery) (Parallel Import),375g x24
iF - IF 100% Natural Young Coconut Water – 350ml x 12 Bottles | Parallel Import,12x350ml
"Tian Di No. 1 - Tian Di No.1 Apple Vinegar Drink (canned) -15x330 milliliters, imported in parallel",15x330ml
【Labe拉蓓】 - Maca Energy Drink (3 Boxes / 30 Sachets) ｜ Black Maca & L-Arginine for Vitality Boost,
Vita - Vita - Full Case Lemon Tea low Sugar (250ml x 6 ) x 4,
LIBOGEN - Libogen Tonic Vitaminizes Drink - 10 bottle x 150ml (Random Packing),10x150ml
Red Bull - [Full Case] Red Bull - (Austria) Lilac Edition Energy Drink - Grapefruit & Blossom - 250ml x 24,250ml x 24cans
Lo Hong Ka - Aloe Vera - Crystal Sugar 350ml (4 bottles),Super Food!
東方樹葉 - Nongfu Spring - Oriental Leaf Tangerine Peel White Tea 6 x 500ml - Parallel Import,6x500ml
San Pellegrino - San Pellegrino Sparkling Limonata (Lemon) (Glass Bottle) - Full Case 200ml,24x200ml
MONSTER - Monster Ultra Energy Drink (White Can) (355ml) - Parallel Import,355ml
CR C'ESTBON - Cr C'estbon Purified Drinking Water - Full Case 12x1.55L,12x1.55L
"Yakushima - Yakushima Jomon Natural Mineral Water (Bottle) – Full Case 2L, Japanese Water, Parallel Import",6x2Ltr
"Binggrae - 【Full Case】Korean Banana Milk 200ml (24 Bags)(Fresh Skim Milk, Korea's No.1 National Brand)",200ml x24
Lo Hong Ka - Aloe Vera - Honey 350ml (4 bottles),Super Food!
Bonaqua - 6支裝  飛雪礦物質水 Bonaqua Mineralised Water  6支裝  (6 x 1.5L) #150557,
Vita - Vita - Full Case Cold Brew No Sugar Cold Brew No Sugar Jasmine Tea ( 860ml) x 12,( 860ml) x 12
東方樹葉 - Oriental Leaves - Sugar-Free Green Mandarin Pu'er (Bottle) - 2x(6x335ml) - Sugar-Free,12x335ml
MORIYAMA - Japan Moriyama Cocoa Drink 1000g x 3 (BBD : 2027.01.27) #ChocolateMilk #CocoaMilk,
NESCAFÉ - Nescafe Rich Coffee 250ml - Full case (6 cans) x 4 Different packaging shipped randomly,250ml (6 cans) x 4
SANGARIA - [Japan Made]-Popping Grape Soda Mini Can – 6 Cans x 250ml Parallel Import,6 Cans x 250ml
Remedy Drinks - SODALY Yuzu Lemon Prebiotic ACV Carbonated water drinks (250ml x 4),250 ml x 4
Vita - 原箱  Jasmine Tea 維他冷泡無糖茶 香片 原箱 (24 x 250ml) #28710691 Vita Cold Brew No Sugar Jasmine Tea#新舊包裝隨機發貨,
Robiff - Robiff Oolong Tea 900ml x 12,900mlx12
COOL Water - COOL Water-purified water 750ml x 24 [Full Case] (4891133241202),750ml x 24
"Bonsoy - 【12Can Lychee 】 Natural sparkling coconut water 原箱荔枝(vegan,no added sugar) at least 2month shelf lif",320ml *12
BLUE DIAMOND - Almond Breeze (Original) 946ml x12 | Buy More Save More,12 x 946ml
Asahi - Asahi WONDA Gold Bito coffee x 30 (Full Case),185g x 30 (原箱)
Suntory - Suntory Oolong Tea Unsweetened (Jasmine) - Full Case 500ml,15x500ml
You C1000 - You C1000 Vitamin Health Drink Orange (Glass Bottle) - 6x140ml (Parallel Import),6x140ml
Kronenbourg - K1664 Kronenbourg Blanc Pale Ale (Jumbo Can) - 12x500ml Parallel Imported,12x 500ml
evian - Evian Natural Mineral Water France 12 x 1.5L (Random Packing),12 x 1.5L
Asahi - Full case - Mitsuya Tokuno Peach Squash 500ml X 24 (parallel imports product）EXP. 2026/01/31,500ml
KIRIN - Fire Coffee Bito Low sugar x 30,185g x 30
"Perrier - Perrier Paris, France  Natural Sparkling mineral water [10 cans] -10 x 250 mL gas",10x250 ml
Fontana - [Full Case] Mango Juice - 1L x 12,1L  x 12
Perrier - [Full Case] Sparkling Natural Mineral Water Bottle (Glass) 330ml x 24,330ml x 24
CHI FOREST - Chi Forest Peach flavored Soda Sparkling Water [15 Bottles in Original Box] - (15x480ml),15x480ml
Nestlé - Activ-Go Malted Milk Value Pack 1300g (1.3KG) Made in Singapore [C35-05],罐裝香港行貨
Vita - Vita - Full Case TSZ Sugarcane and Imperatae (250ml x 6 ) x 4,
AVALANCHE - (BBD:11/04/2027) 99% SF Chai Latte 20g X 10(0520),
可口可樂 - Coca-Cola plus Sugar-Free Cola Soda - 8  x 330ml White Cans (Hong Kong Licensed),8x330 ml
evian - evian- Full Case Natural Mineral Water (sports cap) (750ml) x 12,
SANGARIA - [Japan Made]-Popping Melon Soda Mini Can – 6 Cans x 250ml Parallel Import,6 Cans x 250ml
可口可樂 - Coca-Cola Zero Sugar Carbonated Drink [Hong Kong Licensed] Original Box Cans (3x(8x330mL)),8x3x330ml
Vita - Vita - Full Case Zero Sugar Lemon Tea (330ml ) x 24,
ACQUA PANNA - Acqua Panna 505ml×24 Glass Bottles | #AlkalineWater #Healthy | Parallel Import,24x505ml
Uni-President - Unified Double Extract Duck Shit Flavor Lemon Tea (Bottled) - Original Box 15x500ml,15x500ml
Vita - Vita - Full Case Zero Sugar Sparkling Lemon Tea (310ml x 6 ) x 4,
marusan - Roasted Almond Milk Original Paper Pack - Full Case 200ml / Japan Marusan / Parallel Import #64624,24x200ml
GLAM.D - 【3 boxes】Digestive Enzyme Powder  ( sweet purple potato 蕃薯味)【parallel import】EXP.2027.04,
可口可樂 - [Full Box] I Lohas Natural Mineral Water #3625(2L x 6 Bottles  EXP : 2028.3) 6*4902102113625,2L x 6 Bottles
POCARI SWEAT - Baokuangli Water Special [6 Bottles] Electrolyte Supplement Drink -6x 500 ml Parallel Import,6x500ml
ITO EN - Oi Genmai Green Tea 600ml x 6,600ml x 6
Shikuwasa - Shikuwasa Hand-picked fresh-cut lemon and orange juice / 100% fruit juice 500ml Parallel import,手摘青切香檬柑橘原汁 500ml
CHI FOREST - Alien electrolyte Water [Litchi sea salt flavor] -  15x600ml,15x600 ml
BLUE DIAMOND - Almond Breeze Unsweetened (Original) 946ml x12 | Buy More Save More,12 x 946ml
POCARI SWEAT - Full case - Pocari Sweat (2L) x 6 (Parallel Imported Products),2L x 6
水彩之森 - 原箱 日本水彩之森天然水 原箱 (6 x2L)#61000518 HOKKAIDO KUROMATSUNAI NATURAL MINERAL WATER #水源地:黑松內町#PH值7.9最適合人體飲用,
Shikuwasa 100% Green Cherry Lemon Lime Juice 300ml Parallel Import,100% 青切香檬柑橘汁 300ml
evian - Evian Natural Mineral Water 6x500ml (Random Packaging) [Parallel Import],6x500ml
Nestlé - [Original Box]  Ice Lemon Tea (315ml x24 cans) [原箱罐裝] 冰極檸檬茶(315ml x24罐) BBF:20-11-26,315ml x24
ULTIMA - Broad Spectrum Electrolyte Mix - Lemonade (20 Stickpacks),20 Stickpacks
Volvic - [European Authentic Product] Volvic Natural Mineral Water (Original Box) 12 x 1500 ml,12x1.5L
KIRIN - [Full Case] Afternoon Tea Lemon Tea1.5L x 8 Bottles 4909411086312 expiry 2026/11,
Perrier - [Full Case] Sparkling Natural Mineral Water 25cl x 30cans,250ml x 30 cans
evian - Evian Natural Mineral Water France - Full Case 12x1.5L (Random Packing),12x1.5 L
"Asahi - Asahi [Japan Tea]-Jurokucha Barly Tea Pet Bottle - Full Case 600ml, Parallel Import",24x600ml
"ITO EN - itoen instant Matcha brown Rice tea powder can be imported in parallel in 40g, both hot and cold",即溶抹茶玄米茶粉 40g
AQUAFINA - Pepsi - Aquafina Pure Water Soda Drink (Canned) (Original Box) 24 x 320ml - Parallel Import,24x320ml
BLUE DIAMOND - Almond Breeze Unsweetened Barista Blend 946ml x 6 #vegan #almondmilk,咖啡師杏仁樂
Chang - Thai Elephant Chang Soda Water 0 Fat 0 Calorie Non-Greasy (12 Bottles)-Parallel Imported,12x325ml
Hoga - HOGA,10 sachets
Vita - VitaOat Oat Milk - Full Case 250ml,250ML x 24 Bag
ITO EN - Relax Jasmine Tea x 6,600ml x 6
Perrier - Perrier (Citrus & Cherry ) Natural Mineral Water France (Glass Bottle) - Full Case 6x(4x330mL),24x330ml
TW - [Full Case] All in One Instant Extra Creamy Milk Tea,14gx12 Sachetsx12
"可口可樂 - Coca Cola [Japan Green Tea]-Ayataka Chaba-No-Amami Pet Bottle - Full Case (Expiry Date: 25,Oct,2026)",24x650ml
evian - [Dealer's Goods of HK] [Full Case] 玻璃樽裝 France Evian (有氣Sparkling) Natural Mineral Water (330ml X 20,330ml x 20
ITO EN - Itoen Hokkaido 100% Black Bean Tea Teabag contains no caffeine 7.5g 1 pack (14 sachet) (parallel imp,
Sanitarium - So Good UHT Almond Unsweetened 1 L,1L
HARVEY FRESH - 原箱 澳洲Harvey Fresh Lactose Free SKIM Milk 原箱 12x1L#01719 澳洲哈維無乳糖脫脂牛奶#適合乳糖不耐者#新舊包裝隨機發貨,
Binggrae - Korean Strawberry Milk 12pcs,200ml x 12
Nongfu Spring - Nongfu Spring Natural Drinking Water (Suitable for Infants and Young Children) - Original Box 12x1L,12x1 L
SANGARIA - Blend Black Coffee x 30 (Full Case),185g x 30
watsons - Watsons water Full case (620ml) x 24,
MAMA'S WORKSHOP - Chuanbei stewed lemon with rock sugar (7bottle*310mL/ set),310mL X 7
marusan - Mainichi Oishii Roasted Almond Milk Paper Pack 1L- Marusan 丸山 Japan Made,1L (1000ml)
FIZ - 【FIZ】Low Sugar Sparkling Lychee Juice Canned - Full Case 330ml,24x330ml
Ligo - [3pcs] LIGO - Direct From Europe - 100% Natural Tomato Juice - 1L x 3,1L x 3
"NESCAFÉ - Nestlé Coffee - Gold Unsweetened Cappuccino Instant Coffee, 7 sachets  Best before:November 2026",
Binggrae - Korean Banana Milk Light 6pcs,200ml x 6
NESCAFÉ Dolce Gusto - [B]Chococino Capsule [Applicable to NESCAFÉ®Dolce Gusto® Coffee Machine][C33] EXP:30/09/2026,1 box x 16 servings
Remedy Drinks - Australian Organic KOMBUCHA-Peach 250ml x 4 (BBD  DEC 2026),250ml x 4
Schweppes - Sparkling Water Lime Flavoured (1.25L X 2),1.25L X 2
SANGARIA - SANGARIA [Japan Green Tea] Your Matcha Brown Rice Tea Sugarless Bottle 6x500ml,6 Bottles x 500ml
"東方樹葉 - Nongfu Spring - Oriental Leaf Black Oolong Tea (Hong Kong version, official import) 15x500ml",15x500ml
watsons - Distilled Water 4.5L【Best Before: 01/2028】,4.5L
UCC - [Full Case] Cold Brew Black Coffee PET 500ml x 24 Bottles (#156738) (Random Delivery),500ml x24
SINGHA - Singha Zero Sugar Strawberry Lemon Soda 330ml x 6(EXP:Y/M/D-2026/12+),
Relax Eat - 【BAG】Allulose Sweetener *Natural Sweetener ⭕Bestbefore 03/2027⭕,400g
Red Bull - Red Bull - Red Bull (Gold Can) Vitamin Sports Drink (Original Box) 24x250ml - Parallel Import,24x250ml
可口可樂 - Full case - Coca-Cola - Coca Cola Original Bottled - Full Case 500ml,500ml x 24
Tao Ti - Tao Ti Supreme MetaSlim Tea - Full Case(250ml x 6) x 4,
椰樹牌 - Coconut Tree Brand Coconut Juice (Canned) [Original Box 24 cans] 24x245ml - Parallel Import,24x245ml
"Perrier - perrier Paris, France  Natural Sparkling Mineral Water [10 cans] -10 x 250 mL gas",10x250 ml
watsons - Water with Minerals 430ml【Best Before: 01/2028】,430ml
LAKANTO - Low GI Instant Teh Tarik Milk Tea - Naturally sweetened with monk fruit 35g x 12,35g x 12
Lancang Ancient Chinese Tea - 2020's 0081#Yunnan Puer Tea,357g
"BREMNER'S -  原箱 加拿大BREMNER'S 100%純藍莓汁 原箱(12x100ml) #001211 100% Pure Blueberry Juice (抗氧化, 無添加, 不含防腐劑) #新舊包裝隨機發貨",
Pepsi - PEPSI ZERO SUGAR LIME 330ML x 24 Cans,330ml x 24 cans
名古屋加藤咖啡店❤Japanese Honu Kato coffee❤7 Types Blend Drip Bag Coffee❤14 pcs(7 types of 2 packs each),14 pcs 日本原裝進口
Schweppes - Schweppes Grapefruit-Flavored Soda - 8 x 330ml [Hong Kong Version] (Random Packing),8x330ml
