Product Name,Product Brand,Product SpecValue,Product SpecMultiplier,Product SpecUnit,Product NameCleaned,Product NameComprehensive
MORIYAMA - 【1 box】【Milk Tea】【Blue】Tea Shop Taste Royal Milk Tea 1000g (7560534）【Parallel Imports】,MORIYAMA,1000,1,g,boxmilk teabluetea shop taste royal milk tea   s,MORIYAMA MORIYAMA - 【1 box】【Milk Tea】【Blue】Tea Shop Taste Royal Milk Tea 1000g (7560534）【Parallel Imports】 1000gx1
San Pellegrino - San Pellegrino Sparkling Aranciata Rossa (Blood Orange)(Glass Bottle) - Full Case 200ml,SAN PELLEGRINO,200,24,ml,sparkling aranciata rossa blood orangeglass,SAN PELLEGRINO San Pellegrino - San Pellegrino Sparkling Aranciata Rossa (Blood Orange)(Glass Bottle) - Full Case 200ml 200mlx24
Schweppes - Schweppes (Dry) Ginger Ale - Full Case 4x(6x320mL)(Random Packing),SCHWEPPES,320,24,ml,dry ginger ale    xxml,SCHWEPPES Schweppes - Schweppes (Dry) Ginger Ale - Full Case 4x(6x320mL)(Random Packing) 320mlx24
REMEDY - 【4CAN】Organic Kombucha Peach Sugar Free #PEACH at least 60days shelf life,REMEDY,250,4,ml,canorganic kombucha peach sugar free  at least days shelf life,REMEDY REMEDY - 【4CAN】Organic Kombucha Peach Sugar Free #PEACH at least 60days shelf life 250mlx4
Volvic - Volvic Natural Mineral Water France 1.5L x 6  (Random Packing),VOLVIC,5,6,l,natural mineral water france  x,VOLVIC Volvic - Volvic Natural Mineral Water France 1.5L x 6  (Random Packing) 5lx6
HARVEY FRESH - Harvey Fresh Lactose Free Skim Milk(Fresh Pack) - Full Case 1L (Random Packing),HARVEY FRESH,1,12,l,lactose free skim milkfresh pack,HARVEY FRESH HARVEY FRESH - Harvey Fresh Lactose Free Skim Milk(Fresh Pack) - Full Case 1L (Random Packing) 1lx12
COOL Water - COOL Water-purified water 1.5L x 12 [Full Case] (4891133241356),COOL WATER,5,12,l,purified water,COOL WATER COOL Water - COOL Water-purified water 1.5L x 12 [Full Case] (4891133241356) 5lx12
"CITIBREW - CityBrew - “Being Soda - Fresh Lemon Honey"" 4-Can Pack x 330ml | Made in Hong Kong",CITIBREW,330,4,ml,citybrew  being soda  fresh lemon honey can pack x   made in hong kong,"CITIBREW CITIBREW - CityBrew - “Being Soda - Fresh Lemon Honey"" 4-Can Pack x 330ml | Made in Hong Kong 330mlx4"
ACQUA PANNA - [24PCS] Natural Mineral Water 500ml 8000815003526 [Parallel Goods] (Plastic) AcquaPanna MineralWater,ACQUA PANNA,500,24,ml,pcs natural mineral water    goods plastic acquapanna mineralwater,ACQUA PANNA ACQUA PANNA - [24PCS] Natural Mineral Water 500ml 8000815003526 [Parallel Goods] (Plastic) AcquaPanna MineralWater 500mlx24
可口可樂 - Japan Georgia Low Sugar Coffee Bottled - Full Case 370ml/ Coca Cola / Parallel Import,COCA COLA,370,24,ml,japan georgia low sugar coffee d,COCA COLA 可口可樂 - Japan Georgia Low Sugar Coffee Bottled - Full Case 370ml/ Coca Cola / Parallel Import 370mlx24
G7 COFFEE - X2 Strong Aroma 3in1 Coffee 25g x 48[parallel goods],G7 COFFEE,25,48,g,x strong aroma in coffee  goods,G7 COFFEE G7 COFFEE - X2 Strong Aroma 3in1 Coffee 25g x 48[parallel goods] 25gx48
TASTAZ - Tastaz Natural Apple Cider Vinegar (with mother vinegar)  20sachets x3 boxes Individually packaged,TASTAZ,15,20,ml,natural apple cider vinegar with mother vinegar  sachets x boxes individually packaged,TASTAZ TASTAZ - Tastaz Natural Apple Cider Vinegar (with mother vinegar)  20sachets x3 boxes Individually packaged 15mlx20
Asahi - Full case - Mitsuya Tokuno Orange Squash 500ml X 24 Best Before date: 2026/09/30,ASAHI,500,1,ml,mitsuya tokuno orange squash  x  best before date,ASAHI Asahi - Full case - Mitsuya Tokuno Orange Squash 500ml X 24 Best Before date: 2026/09/30 500mlx1
NESCAFÉ - [Japan Coffee] Excella Sugarless Black Coffee Bottle – Full Case 900ml-Nescafe - Blue,NESCAFE,900,12,ml,nescaf  japan coffee excella sugarless black coffee       blue,NESCAFE NESCAFÉ - [Japan Coffee] Excella Sugarless Black Coffee Bottle – Full Case 900ml-Nescafe - Blue 900mlx12
BLUE DIAMOND - Almond Breeze Unsweetened  (Barista Blend) 946ml x12 | Buy More Save More,BLUE DIAMOND,946,12,ml,almond breeze unsweetened  barista blend  x  buy more save more,BLUE DIAMOND BLUE DIAMOND - Almond Breeze Unsweetened  (Barista Blend) 946ml x12 | Buy More Save More 946mlx12
POKKA SAPPORO - Pokka Sapporo [Japan Coffee] Biz Time Sugarless Richness Black Coffee Bottle Can - Full Case 390gm,POKKA SAPPORO,390,24,gm,japan coffee biz time sugarless richness black coffee  can,POKKA SAPPORO POKKA SAPPORO - Pokka Sapporo [Japan Coffee] Biz Time Sugarless Richness Black Coffee Bottle Can - Full Case 390gm 390gmx24
KIRIN - [Full Case] Afternoon Tea Lemon Tea1.5L x 8 Bottles 4909411086312 expiry 2026/11,KIRIN,5,8,l,afternoon tea lemon tea s,KIRIN KIRIN - [Full Case] Afternoon Tea Lemon Tea1.5L x 8 Bottles 4909411086312 expiry 2026/11 5lx8
evian - Evian Natural Mineral Water from France -6x1.5 liters in original box (randomly sent in parallel imp,EVIAN,5,6,l,natural mineral water from france x liters in original box ly sent in  imp,EVIAN evian - Evian Natural Mineral Water from France -6x1.5 liters in original box (randomly sent in parallel imp 5lx6
evian - [Dealer's Goods of HK][Full Case]膠樽裝 France Evian Natural Mineral Water (500ml X 24)PACKING RANDOMLY,EVIAN,500,24,ml,dealers goods of hk  france  natural mineral water  ly,EVIAN evian - [Dealer's Goods of HK][Full Case]膠樽裝 France Evian Natural Mineral Water (500ml X 24)PACKING RANDOMLY 500mlx24
星巴克 - Absolute Origin COLUMBIA Lungo Coffee Capsule2607 [ NESCAFÉ® Dolce Gusto® ] [C31] EXP:30.11.26,STARBUCKS,12,1,servings,absolute origin columbia lungo coffee capsule  nescaf dolce gusto  c exp,STARBUCKS 星巴克 - Absolute Origin COLUMBIA Lungo Coffee Capsule2607 [ NESCAFÉ® Dolce Gusto® ] [C31] EXP:30.11.26 12servingsx1
OATLY! - Oatly Coffee Oat Drink -1 liter (Parallel import from the UK),OATLY!,1,1,l,oatly coffee oat drink  liter   from the uk,OATLY! OATLY! - Oatly Coffee Oat Drink -1 liter (Parallel import from the UK) 1lx1
Vitasoy - Vitasoy - Low Sugar Malted Soya Bean Milk 250ml (250ml x 6 ) x 4,VITASOY,250,6,ml,low sugar malted soya bean milk    x,VITASOY Vitasoy - Vitasoy - Low Sugar Malted Soya Bean Milk 250ml (250ml x 6 ) x 4 250mlx6
Fever Tree - Fever Tree Refreshingly Light Tonic Water Mini Can 8x150ml,FEVER TREE,150,8,ml,refreshingly light tonic water mini can,FEVER TREE Fever Tree - Fever Tree Refreshingly Light Tonic Water Mini Can 8x150ml 150mlx8
Remedy Drinks - 【4CAN】Organic Kombucha Mango Passion #MANGO Sugar Free at least 60 days shelf life,REMEDY DRINKS,250,4,ml,canorganic kombucha mango passion  sugar free at least  days shelf life,REMEDY DRINKS Remedy Drinks - 【4CAN】Organic Kombucha Mango Passion #MANGO Sugar Free at least 60 days shelf life 250mlx4
可口可樂 - Coca-Cola plus Sugar-Free Cola Soda - 6 x 330ml White Cans (Hong Kong Licensed),COCA COLA,330,6,ml,cocacola plus sugarfree cola soda   x  white cans hong kong licensed,COCA COLA 可口可樂 - Coca-Cola plus Sugar-Free Cola Soda - 6 x 330ml White Cans (Hong Kong Licensed) 330mlx6
POCARI SWEAT - Pocari Sweat Ion Water - Full case 350ml x 24 (Parallel Imported Products),POCARI SWEAT,350,24,ml,ion water      ed products,POCARI SWEAT POCARI SWEAT - Pocari Sweat Ion Water - Full case 350ml x 24 (Parallel Imported Products) 350mlx24
OKIHAM - OKIHAM Okinawa 100% Shikwasa Concentrated Juice Drink 500ml Parallel Imported,OKIHAM,500,1,ml,okinawa  shikwasa concentrated juice drink   ed,OKIHAM OKIHAM - OKIHAM Okinawa 100% Shikwasa Concentrated Juice Drink 500ml Parallel Imported 500mlx1
Pepsi - Pepsi Aquafina Sparkling Water - Full Case 24 x 320 mL Random Packing,PEPSI,320,24,ml,aquafina sparkling water     x,PEPSI Pepsi - Pepsi Aquafina Sparkling Water - Full Case 24 x 320 mL Random Packing 320mlx24
Waterloo - Zero Calories  Black Cherry Naturally Sparkling Water | 6 cans | Best Before 17 Mar 2027,WATERLOO,355,6,ml,zero calories  black cherry naturally sparkling water   cans  best before  mar,WATERLOO Waterloo - Zero Calories  Black Cherry Naturally Sparkling Water | 6 cans | Best Before 17 Mar 2027 355mlx6
ITO EN - Itoen [Japan Made Green Tea]-Green Tea Bottle – 2 Bottles x 2L,ITO EN,2,2,l,itoen japan made green teagreen tea    s x,ITO EN ITO EN - Itoen [Japan Made Green Tea]-Green Tea Bottle – 2 Bottles x 2L 2lx2
ACQUA PANNA - Acqua Panna (Glass Bottle) Natural Spring Water Italy - 12x750ml (Random Packing),ACQUA PANNA,750,12,ml,glass  natural spring water italy,ACQUA PANNA ACQUA PANNA - Acqua Panna (Glass Bottle) Natural Spring Water Italy - 12x750ml (Random Packing) 750mlx12
Volvic - Volvic - Full Case (Dealer's Goods of HK) Natural Mineral Water (500ml) x 24,VOLVIC,500,24,ml,dealers goods of hk natural mineral water  x,VOLVIC Volvic - Volvic - Full Case (Dealer's Goods of HK) Natural Mineral Water (500ml) x 24 500mlx24
KAGOME - Kagome Japan Made 100% Vegetable Fruit Mix Juice Mango Salad Paper Pack - Full Case 200ml - 0152,KAGOME,200,24,ml,japan made  vegetable fruit mix juice mango salad paper pack,KAGOME KAGOME - Kagome Japan Made 100% Vegetable Fruit Mix Juice Mango Salad Paper Pack - Full Case 200ml - 0152 200mlx24
Qoo - [12 boxes]Qoo Peach Juice Drink 200ml x12 packs(Less Sweet)[12盒]Qoo桃汁BBF:24-10-26 (random packing),QOO,200,12,ml,boxes peach juice drink packsless sweetbbf,QOO Qoo - [12 boxes]Qoo Peach Juice Drink 200ml x12 packs(Less Sweet)[12盒]Qoo桃汁BBF:24-10-26 (random packing) 200mlx12
CR C'ESTBON - C'estbon  Drinking Pure Water (Hong Kong version) (Original case) 4 x 4.5 liters,CR C'ESTBON,5,4,l,cestbon  drinking pure water hong kong version original   x  liters,CR C'ESTBON CR C'ESTBON - C'estbon  Drinking Pure Water (Hong Kong version) (Original case) 4 x 4.5 liters 5lx4
Remedy Drinks - 【原箱24CAN】Organic Kombucha Ginger Lemon  (at least 60 days shelf life),REMEDY DRINKS,250,24,ml,canorganic kombucha ginger lemon  at least  days shelf life,REMEDY DRINKS Remedy Drinks - 【原箱24CAN】Organic Kombucha Ginger Lemon  (at least 60 days shelf life) 250mlx24
HUNG FOOK TONG - [2 bottles] Silver Chrysanthemum Dew- Low Sugar (1.5L x 2 bottles) 1.5L [2支裝]銀菊露-低糖BBF:21-11-26,HUNG FOOK TONG,5,2,l,s silver chrysanthemum dew low sugar  s  bbf,HUNG FOOK TONG HUNG FOOK TONG - [2 bottles] Silver Chrysanthemum Dew- Low Sugar (1.5L x 2 bottles) 1.5L [2支裝]銀菊露-低糖BBF:21-11-26 5lx2
Perrier - Perrier France Paris Water - Sparkling Original Natural Mineral Water (Canned) - 6x330ml,PERRIER,330,6,ml,france paris water  sparkling original natural mineral water canned,PERRIER Perrier - Perrier France Paris Water - Sparkling Original Natural Mineral Water (Canned) - 6x330ml 330mlx6
CYPRINA - [Full Case] Direct From Europe - 100% Natural Orange Juice -12x1L,CYPRINA,1,12,l,direct from europe   natural orange juice xl,CYPRINA CYPRINA - [Full Case] Direct From Europe - 100% Natural Orange Juice -12x1L 1lx12
Volvic - Volvic Natural Mineral Water France - Full Case 24 x 500ml (Random Packing),VOLVIC,500,24,ml,natural mineral water france     x,VOLVIC Volvic - Volvic Natural Mineral Water France - Full Case 24 x 500ml (Random Packing) 500mlx24
Suntory - 三得利 伊右衛門 (新) 柚子香 綠茶(樽裝) - 原箱 600毫升,SUNTORY,600,24,ml,,SUNTORY Suntory - 三得利 伊右衛門 (新) 柚子香 綠茶(樽裝) - 原箱 600毫升 600mlx24
Volvic - Volvic Natural Mineral Water France - Full Case 12x1.5L (Random Packing),VOLVIC,5,12,l,natural mineral water france,VOLVIC Volvic - Volvic Natural Mineral Water France - Full Case 12x1.5L (Random Packing) 5lx12
watsons - Watsons Alkalinewater Full Case (1.2L) x 12,WATSONS,2,12,l,alkalinewater    x,WATSONS watsons - Watsons Alkalinewater Full Case (1.2L) x 12 2lx12
CHI FOREST - Chi Forest - Free Water [Red Bean Coix Seed Water] Original Box 15x500ml,CHI FOREST,500,15,ml,free water red bean coix seed water original box xml,CHI FOREST CHI FOREST - Chi Forest - Free Water [Red Bean Coix Seed Water] Original Box 15x500ml 500mlx15
可口可樂 - Full case - Coca-Cola - Coca Cola Plus Bottled 500ml X 24 bottles,COCA COLA,500,24,ml,cocacola   plus d  s,COCA COLA 可口可樂 - Full case - Coca-Cola - Coca Cola Plus Bottled 500ml X 24 bottles 500mlx24
Mindful Sparks - 【Full Case 12 Btls】Sugar-Free Osmanthus Golden Oolong Cold Brew Sparkling Tea 245ml (Healthy Tea),MINDFUL SPARKS,245,12,ml,btlssugarfree osmanthus golden oolong cold brew sparkling tea  healthy tea,MINDFUL SPARKS Mindful Sparks - 【Full Case 12 Btls】Sugar-Free Osmanthus Golden Oolong Cold Brew Sparkling Tea 245ml (Healthy Tea) 245mlx12
Perrier - Perrier (Lemon) Natural Sparkling Mineral Water Canned France - Full Case 3x(10x250ml),PERRIER,250,30,ml,lemon natural sparkling mineral water canned france    xxml,PERRIER Perrier - Perrier (Lemon) Natural Sparkling Mineral Water Canned France - Full Case 3x(10x250ml) 250mlx30
"LDC - [Japanese Tea] LDC Hojicha No Sugar (Bottle) – 6 Bottles x 500ml, Parallel Import",LDC,500,6,ml,japanese tea  hojicha no sugar    s x,"LDC LDC - [Japanese Tea] LDC Hojicha No Sugar (Bottle) – 6 Bottles x 500ml, Parallel Import 500mlx6"
UCC - [Full Case] ucc Black coffee Cold Brew 500ml x 24 Random Packing 4901201156731 expiry 2026/12,UCC,500,24,ml,black coffee cold brew,UCC UCC - [Full Case] ucc Black coffee Cold Brew 500ml x 24 Random Packing 4901201156731 expiry 2026/12 500mlx24
Schweppes - Full case - Cream Soda Zero no sugar (330ml X 8) X 3,SCHWEPPES,330,3,ml,cream soda zero no sugar  x  x,SCHWEPPES Schweppes - Full case - Cream Soda Zero no sugar (330ml X 8) X 3 330mlx3
NESCAFÉ Dolce Gusto - [B]Lungo Capsule (Made in Germany) [Applicable to NESCAFÉ® Dolce Gusto® Coffee Machine] [C33],NESCAFE DOLCE GUSTO,16,1,servings,nescaf dolce gusto  blungo capsule made in germany applicable to nescaf dolce gusto coffee machine c,NESCAFE DOLCE GUSTO NESCAFÉ Dolce Gusto - [B]Lungo Capsule (Made in Germany) [Applicable to NESCAFÉ® Dolce Gusto® Coffee Machine] [C33] 16servingsx1
Vita - Vita - Full Case Zero Sugar Lemon Tea (500ml) x 24,VITA,500,24,ml,zero sugar lemon tea  x,VITA Vita - Vita - Full Case Zero Sugar Lemon Tea (500ml) x 24 500mlx24
Pepsi - PEPSI COLA 330ML x 24 Cans,PEPSI,330,24,ml,cola cans,PEPSI Pepsi - PEPSI COLA 330ML x 24 Cans 330mlx24
Nongfu Spring - Oriental Leaf Jasmine Tea (Unsweetened) (Hong Kong Original Box) 900ml x 12 bottles | Parallel Impor,NONGFU SPRING,900,12,ml,oriental leaf jasmine tea unsweetened hong kong original box  x  s   impor,NONGFU SPRING Nongfu Spring - Oriental Leaf Jasmine Tea (Unsweetened) (Hong Kong Original Box) 900ml x 12 bottles | Parallel Impor 900mlx12
Asahi - Asahi [Japan Tea]-Jurokucha Blend Tea Pet Bottle - Full Case 2L(Random Packing),ASAHI,2,6,l,japan teajurokucha blend tea pet,ASAHI Asahi - Asahi [Japan Tea]-Jurokucha Blend Tea Pet Bottle - Full Case 2L(Random Packing) 2lx6
Ronnefeldt - Pure Camomile 100g,RONNEFELDT,100,1,g,pure camomile,RONNEFELDT Ronnefeldt - Pure Camomile 100g 100gx1
evian - [Dealer's Goods of HK] [Full Case] 玻璃樽裝 France (有氣Sparkling) Natural Mineral Water (750ml X 12),EVIAN,750,12,ml,dealers goods of hk    france sparkling natural mineral water,EVIAN evian - [Dealer's Goods of HK] [Full Case] 玻璃樽裝 France (有氣Sparkling) Natural Mineral Water (750ml X 12) 750mlx12
MORIYAMA - 【1 BOX】Cocoa Paper Pack 1000g (4902837200157) Chocolate Milk【parallel import】Random version,MORIYAMA,1000,1,g,boxcocoa paper pack   chocolate milk  version,MORIYAMA MORIYAMA - 【1 BOX】Cocoa Paper Pack 1000g (4902837200157) Chocolate Milk【parallel import】Random version 1000gx1
MORIYAMA - Rich Smooth Taste - Cocoa 1000g (200157) (BBD: 2026.10.25) (Parallel Import),MORIYAMA,1000,1,g,rich smooth taste  cocoa   bbd,MORIYAMA MORIYAMA - Rich Smooth Taste - Cocoa 1000g (200157) (BBD: 2026.10.25) (Parallel Import) 1000gx1
ITO EN - ITO EN - Full case - Green Tea with Roasted Rice Tea (500ml) x 24,ITO EN,500,24,ml,green tea with roasted rice tea  x,ITO EN ITO EN - ITO EN - Full case - Green Tea with Roasted Rice Tea (500ml) x 24 500mlx24
COOL Water - 原箱 清涼水純淨水 原箱 (24x750ml)#33101483 Cool Water Purified Water  #新舊包裝隨機發貨,COOL WATER,750,24,ml,purified water,COOL WATER COOL Water - 原箱 清涼水純淨水 原箱 (24x750ml)#33101483 Cool Water Purified Water  #新舊包裝隨機發貨 750mlx24
UCC - [Full Case] Black Coffee Sugar Free 185g X 30Cans (#233555) (Parallel Import) (Random Delivery),UCC,185,30,g,black coffee sugar free  x cans,UCC UCC - [Full Case] Black Coffee Sugar Free 185g X 30Cans (#233555) (Parallel Import) (Random Delivery) 185gx30
Minor Figures - 2 packs x Organic Barista Oat Milk Original (1 Liter),MINOR FIGURES,1,2,l,packs x organic barista oat milk original  liter,MINOR FIGURES Minor Figures - 2 packs x Organic Barista Oat Milk Original (1 Liter) 1lx2
CR C'ESTBON - C'estbon Purified Drinking Water - Full Case 24 x 350ml,CR C'ESTBON,350,24,ml,cestbon purified drinking water,CR C'ESTBON CR C'ESTBON - C'estbon Purified Drinking Water - Full Case 24 x 350ml 350mlx24
Schweppes - Schweppes Tonic water-Full Case 4x(6x320mL) (Random Packing),SCHWEPPES,320,24,ml,tonic water  xxml,SCHWEPPES Schweppes - Schweppes Tonic water-Full Case 4x(6x320mL) (Random Packing) 320mlx24
SINGHA - (Glass Bottle) Singha Soda Water - Full Case 24x325ml (Random Packing),SINGHA,325,24,ml,glass   soda water,SINGHA SINGHA - (Glass Bottle) Singha Soda Water - Full Case 24x325ml (Random Packing) 325mlx24
SINGHA - [Full Case] SINGHA - Soda Water - 325ml x 24 Glass Bottle,SINGHA,325,24,ml,soda water   glass,SINGHA SINGHA - [Full Case] SINGHA - Soda Water - 325ml x 24 Glass Bottle 325mlx24
Nestlé - PURE LIFE AIR MINERAL Water -Full case 1500ml x 12 (Parallel Imported Products)  最新批次 日期01/2027,NESTLE,1500,12,ml,nestl  pure life air mineral water     ed products,NESTLE Nestlé - PURE LIFE AIR MINERAL Water -Full case 1500ml x 12 (Parallel Imported Products)  最新批次 日期01/2027 1500mlx12
KIRIN - Body Free Non-Alcoholic Beer 350ml x3(#092133_3) (Ramdon Delivery)(Parallel Imported),KIRIN,350,3,ml,body free nonalcoholic beer  ramdon  ed,KIRIN KIRIN - Body Free Non-Alcoholic Beer 350ml x3(#092133_3) (Ramdon Delivery)(Parallel Imported) 350mlx3
OATSIDE - OATSIDE - Chocolate Flavored Oat Milk (Plant Protein Drink) [Original Box] 6 x 1 Liter #0 Lactose,OATSIDE,1,6,l,chocolate flavored oat milk plant protein drink original box  x  liter  lactose,OATSIDE OATSIDE - OATSIDE - Chocolate Flavored Oat Milk (Plant Protein Drink) [Original Box] 6 x 1 Liter #0 Lactose 1lx6
Fernand Engel - 【Alsace Grand Cru】Domaine Fernand Engel Riesling Reserve White Wine 2023| Gift ideas,FERNAND ENGEL,750,1,ml,alsace grand crudomaine  riesling reserve white wine  gift ideas,FERNAND ENGEL Fernand Engel - 【Alsace Grand Cru】Domaine Fernand Engel Riesling Reserve White Wine 2023| Gift ideas 750mlx1
ITO EN - 伊藤園 One Cup of Aojiru Green Vegetable Juice 350g x 24 (Full Case),ITO EN,350,24,g,one cup of aojiru green vegetable juice,ITO EN ITO EN - 伊藤園 One Cup of Aojiru Green Vegetable Juice 350g x 24 (Full Case) 350gx24
Yukinomizu - 原箱 日本礦泉水550ML 日本北海道大雪山礦泉水 原箱 (細支裝-24 x 550ml)#C1151001 YUKINOMIZU NATURAL MINERAL WATER#新舊包裝隨機發貨,YUKINOMIZU,550,24,ml,natural mineral water,YUKINOMIZU Yukinomizu - 原箱 日本礦泉水550ML 日本北海道大雪山礦泉水 原箱 (細支裝-24 x 550ml)#C1151001 YUKINOMIZU NATURAL MINERAL WATER#新舊包裝隨機發貨 550mlx24
"NESCAFÉ - Nescafe Gold Instant Coffee Powder Germany, 3x200gm",NESCAFE,200,3,g,nescaf   gold instant coffee powder germany m,"NESCAFE NESCAFÉ - Nescafe Gold Instant Coffee Powder Germany, 3x200gm 200gx3"
Vita - 原箱 維他冷泡無糖鐵觀音茶  原箱 24x 250ml #28715702 Vita Cold Brew No Sugar Tie Guan Yin Tea  (新舊包裝隨機發送),VITA,250,24,ml,cold brew no sugar tie guan yin tea,VITA Vita - 原箱 維他冷泡無糖鐵觀音茶  原箱 24x 250ml #28715702 Vita Cold Brew No Sugar Tie Guan Yin Tea  (新舊包裝隨機發送) 250mlx24
Relax Eat - 【BOX】Allulose Sweetener Packet(30Stick)【BLUE】*Natural Sweetener ⭕Best Before: 10/2027⭕,RELAX EAT,3,30,g,boxallulose sweetener packetstickbluenatural sweetener best before,RELAX EAT Relax Eat - 【BOX】Allulose Sweetener Packet(30Stick)【BLUE】*Natural Sweetener ⭕Best Before: 10/2027⭕ 3gx30
LANDPARK - 原箱 行貨LANDPARK 有機活泉水 原箱(原味-12 X 500ML) 適合調配配方奶粉及嬰幼兒食用品 LANDPARK BIO MINERAL WATER (NATURAL),LANDPARK,500,12,ml,bio mineral water natural,LANDPARK LANDPARK - 原箱 行貨LANDPARK 有機活泉水 原箱(原味-12 X 500ML) 適合調配配方奶粉及嬰幼兒食用品 LANDPARK BIO MINERAL WATER (NATURAL) 500mlx12
Nongfu Spring - Nongfu Spring Natural Drinking Water (Suitable for Infants and Young Children) - Original Box 12x1L,NONGFU SPRING,1,12,l,natural drinking water suitable for infants and young children  original box xl,NONGFU SPRING Nongfu Spring - Nongfu Spring Natural Drinking Water (Suitable for Infants and Young Children) - Original Box 12x1L 1lx12
Rabenhorst - RB210 - 4004192000912 100% Cranberry Juice 750ml  No Sugar Added-  Imported from Germany,RABENHORST,750,1,ml,rb    cranberry juice   no sugar added  ed from germany,RABENHORST Rabenhorst - RB210 - 4004192000912 100% Cranberry Juice 750ml  No Sugar Added-  Imported from Germany 750mlx1
"evian - Natural Mineral Water 500ml (Full Case 24 Bottles)(Original licensed,From the Alps,Pure,Refreshing)",EVIAN,500,24,ml,natural mineral water     soriginal licensedfrom the alpspurerefreshing,"EVIAN evian - Natural Mineral Water 500ml (Full Case 24 Bottles)(Original licensed,From the Alps,Pure,Refreshing) 500mlx24"
FU HANG SOY MILK - Taiwan Soy Milk - [Original] x 6 pcs,FU HANG SOY MILK,290,6,ml,taiwan soy milk  original x  pcs,FU HANG SOY MILK FU HANG SOY MILK - Taiwan Soy Milk - [Original] x 6 pcs 290mlx6
Vita - [Full case]  Distilled Water (1500ml X 12),VITA,1500,12,ml,distilled water,VITA Vita - [Full case]  Distilled Water (1500ml X 12) 1500mlx12
Lucky Me - [Full Case] Lucky Me - Pineapple Oolong Tea - 250ml x 30,LUCKY ME,250,30,ml,pineapple oolong tea,LUCKY ME Lucky Me - [Full Case] Lucky Me - Pineapple Oolong Tea - 250ml x 30 250mlx30
東方樹葉 - Nongfu Spring - Oriental Leaf Sugar-Free Jasmine Green Tea (official import),FARMER'S SPRING,500,15,ml,nongfu spring  oriental leaf sugarfree jasmine green tea official,FARMER'S SPRING 東方樹葉 - Nongfu Spring - Oriental Leaf Sugar-Free Jasmine Green Tea (official import) 500mlx15
Ribena - Ribena - Full Case Lower in Sugar Blackcurrant Juice Drink (350ml ) x 24,RIBENA,350,24,ml,lower in sugar blackcurrant juice drink   x,RIBENA Ribena - Ribena - Full Case Lower in Sugar Blackcurrant Juice Drink (350ml ) x 24 350mlx24
MAYJUNE - Organic Korean Bitter Gourd Juice 30 pouches (Best Before: 27 Feb 2027),MAYJUNE,60,30,ml,organic korean bitter gourd juice  pouches best before  feb,MAYJUNE MAYJUNE - Organic Korean Bitter Gourd Juice 30 pouches (Best Before: 27 Feb 2027) 60mlx30
Authentic Tea House - Authentic Tea House - Gyokuro Green Tea (No Sugar) - Full box (500ml) x 24,AUTHENTIC TEA HOUSE,500,24,ml,gyokuro green tea no sugar   box  x,AUTHENTIC TEA HOUSE Authentic Tea House - Authentic Tea House - Gyokuro Green Tea (No Sugar) - Full box (500ml) x 24 500mlx24
Vita - 原箱 維他低糖檸檬茶 (黃藍綠色包裝) 原箱 (24 x 250ml) #28703914 Vita Low Sugar Lemon Tea#Random for old/new packaging,VITA,250,24,ml,low sugar lemon tea for oldnew,VITA Vita - 原箱 維他低糖檸檬茶 (黃藍綠色包裝) 原箱 (24 x 250ml) #28703914 Vita Low Sugar Lemon Tea#Random for old/new packaging 250mlx24
Vita - Vita - Full Case Lemon Tea (250ml x 6 ) x 4,VITA,250,6,ml,lemon tea   x,VITA Vita - Vita - Full Case Lemon Tea (250ml x 6 ) x 4 250mlx6
Pokka  Sapporo - 原箱 日本版SAPPORO樽裝伊達麥茶 Barlry Tea 原箱 24x600ml #WT11 #50827082#新舊包裝隨機發貨,POKKA  SAPPORO,600,24,ml,sapporo barlry tea,POKKA  SAPPORO Pokka  Sapporo - 原箱 日本版SAPPORO樽裝伊達麥茶 Barlry Tea 原箱 24x600ml #WT11 #50827082#新舊包裝隨機發貨 600mlx24
Fever Tree - Fever Tree Elderflower Tonic Water (Green Bottle) (Original Box) (150mlx8)x3 - Parallel Import,FEVER TREE,150,24,ml,elderflower tonic water green  original box mlxx,FEVER TREE Fever Tree - Fever Tree Elderflower Tonic Water (Green Bottle) (Original Box) (150mlx8)x3 - Parallel Import 150mlx24
Nongfu Spring - Nongfu Spring Drinking Natural Water Original Tank 4x4.5L Household Large Bottled Water,NONGFU SPRING,5,4,l,drinking natural water original tank  household large d water,NONGFU SPRING Nongfu Spring - Nongfu Spring Drinking Natural Water Original Tank 4x4.5L Household Large Bottled Water 5lx4
"Bonsoy - 【12Can】Sparkling coconut water Passionfruit熱情果(vegan, at least 2month shelf life random packing",BONSOY,320,12,ml,cansparkling coconut water passionfruitvegan at least month shelf life,"BONSOY Bonsoy - 【12Can】Sparkling coconut water Passionfruit熱情果(vegan, at least 2month shelf life random packing 320mlx12"
Heineken - Heineken - Heineken Beer King Can - Full Case 500ml X 24 Random packaging,HEINEKEN,500,24,ml,beer king can,HEINEKEN Heineken - Heineken - Heineken Beer King Can - Full Case 500ml X 24 Random packaging 500mlx24
Vita - Vita - Full Case Cold Brew No Sugar Jasmine Tea (500ml) x 24,VITA,500,24,ml,cold brew no sugar jasmine tea  x,VITA Vita - Vita - Full Case Cold Brew No Sugar Jasmine Tea (500ml) x 24 500mlx24
